所属概念,code,股票代码,所属概念数量,market_code
BC电池;TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏概念;风电;储能;绿色电力;京津冀一体化;比亚迪概念;回购增持再贷款概念;雄安新区;一带一路;DeepSeek概念;人民币贬值受益;融资融券;深股通,002459,002459.SZ,18,33
创投;上海自贸区;人民币贬值受益;统一大市场;上海国企改革;一带一路;医疗器械概念;国企改革;自由贸易港;参股券商;航运概念;沪股通;融资融券,600278,600278.SH,13,17
家用电器;创投;智能家居;海峡两岸;一带一路;福建自贸区;回购增持再贷款概念;人工智能;工业互联网;虚拟数字人;AI智能体;AIGC概念;智能音箱;多模态AI,603180,603180.SH,14,17
代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,605016,605016.SH,6,17
创投;超级品牌;沪股通;融资融券,603156,603156.SH,4,17
无线充电;专精特新;新能源汽车;央企国企改革;国企改革;沪股通;融资融券,688190,688190.SH,7,17
白酒概念;超级品牌;同花顺漂亮100;证金持股;参股券商;深股通;融资融券;国企改革;西部大开发,000858,000858.SZ,9,33
参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券,001390,001390.SZ,6,33
有机硅概念;固态电池;锂电池概念;宁德时代概念;PVDF概念;光伏概念;比亚迪概念;特斯拉概念;新能源汽车;高铁;小米汽车;钙钛矿电池;消费电子概念;芯片概念;小米概念;建筑节能;风电;2025年报预增;华为汽车;先进封装;军工;BC电池;低空经济;光伏建筑一体化;雄安新区;华为海思概念股;创投;华为概念;大飞机;人工智能;深股通;融资融券,300041,300041.SZ,32,33
航运概念;天然气;统一大市场;新疆振兴;网约车;海峡两岸;农村电商;卫星导航;冷链物流;ETC;军工;氢能源;水利;乡村振兴;垃圾分类;智慧城市;污水处理;一带一路;职业教育;燃料电池;国企改革;机器人概念;人工智能;车联网(车路协同);新能源汽车;充电桩;储能;宁德时代概念,002682,002682.SZ,28,33
6G概念;卫星导航;商业航天;WiFi 6;数据要素;毫米波雷达;汽车芯片;MCU芯片;无人机;星闪概念;5G;无线充电;传感器;芯片概念;汽车电子;消费电子概念;长安汽车概念;光伏概念;储能;回购增持再贷款概念;西部大开发;央企国企改革;国企改革;沪股通;融资融券,600877,600877.SH,25,17
统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;一带一路;无人驾驶;低空经济;阿里巴巴概念;抖音概念(字节概念);深股通;融资融券,002120,002120.SZ,13,33
装配式建筑;PPP概念;新型城镇化;养老概念;雄安新区;绿色电力;体育产业;乡村振兴;光伏建筑一体化;一带一路;储能;光伏概念;低空经济;可控核聚变;深股通;融资融券,002135,002135.SZ,16,33
西部大开发;融资融券;土地流转;创投;农业种植;乡村振兴,920023,920023.BJ,6,151
乡村振兴;农业种植;一带一路;人民币贬值受益;回购增持再贷款概念,605138,605138.SH,5,17
染料;专精特新;光刻胶;光刻机;深股通;融资融券,301209,301209.SZ,6,33
ST板块;流感;减肥药;幽门螺杆菌概念;职业教育;西部大开发;一带一路;水泥概念,002742,002742.SZ,8,33
芯片概念;机器人概念;农机;海工装备;2025年报预增;股权转让(并购重组);融资融券,301161,301161.SZ,7,33
财税数字化;AI智能体;数据要素;DeepSeek概念;人工智能;职业教育;华为概念;京津冀一体化;AI应用;雄安新区;深股通,300662,300662.SZ,11,33
工业母机;新能源汽车;人形机器人;新型工业化;高端装备;机器人概念;低空经济;长三角一体化;大飞机;融资融券;沪股通,688697,688697.SH,11,17
草甘膦;丙烯酸;国企改革;股权转让(并购重组);融资融券,300927,300927.SZ,5,33
福建自贸区;水泥概念;海峡两岸;国企改革;参股银行;参股券商;核电;融资融券,600802,600802.SH,8,17
AIGC概念;财税数字化;AI智能体;华为昇腾;抖音概念(字节概念);云计算;智慧政务;鸿蒙概念;数据安全;数据要素;人工智能;AI应用;数字经济;互联网金融;华为概念;机器人概念;沪股通;融资融券,688615,688615.SH,18,17
锂电池概念;金属镍;金属铜;金属回收;西部大开发;融资融券;动力电池回收;小金属概念,920033,920033.BJ,8,151
光刻机;中芯国际概念;OLED;芯片概念;海峡两岸;数据中心;食品安全;融资融券;深股通,300260,300260.SZ,9,33
消费电子概念;芯片概念;两轮车;石墨烯;融资融券,301418,301418.SZ,5,33
商业航天;核电;中俄贸易概念;光伏概念;人民币贬值受益;融资融券,001379,001379.SZ,6,33
苹果概念;芯片概念;专精特新;英伟达概念;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,688112,688112.SH,9,17
华为汽车;长安汽车概念;无人驾驶;比亚迪概念;2025年报预增;汽车电子;新能源汽车;智能物流;毫米波雷达;车联网(车路协同);2025三季报预增;深股通;融资融券,002284,002284.SZ,13,33
智能医疗;AI智能体;脑机接口;基因测序;医疗器械概念;合成生物;机器人概念;沪股通;融资融券,688114,688114.SH,9,17
装配式建筑;新型城镇化;粤港澳大湾区;一带一路;低空经济;数字经济;人工智能;文化传媒概念;百度概念,002949,002949.SZ,9,33
新型工业化;机器人概念;人形机器人;智能物流;军工;冷链物流;数字孪生;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券,603082,603082.SH,12,17
智能电网;电力物联网;虚拟电厂;储能;专精特新;传感器;新能源汽车;物联网;碳中和;汽车电子;AI应用;人工智能;数字经济;参股银行;深股通;融资融券,300882,300882.SZ,16,33
三胎概念;跨境电商;托育服务;IP经济(谷子经济);拼多多概念;腾讯概念,603214,603214.SH,6,17
猪肉;养鸡;生态农业;宠物经济;沪股通;融资融券,603609,603609.SH,6,17
IP经济(谷子经济);数字经济;腾讯概念;跨境电商;虚拟现实;创投;一带一路;深股通,002103,002103.SZ,8,33
海南自贸区;自由贸易港;航运概念;旅游概念;股权转让(并购重组);国企改革;央企国企改革;深股通;融资融券,002320,002320.SZ,9,33
华为汽车;小米汽车;智能座舱;无人驾驶;一体化压铸;长安汽车概念;飞行汽车(eVTOL);星闪概念;比亚迪概念;特斯拉概念;小米概念;汽车电子;汽车热管理;新能源汽车;毫米波雷达;机器人概念;车联网(车路协同);无线充电;宁德时代概念;低空经济;创投;粤港澳大湾区;华为概念;一带一路;横琴新区;卫星导航;DeepSeek概念;百度概念;共封装光学(CPO);深股通;融资融券,002906,002906.SZ,31,33
环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券,002408,002408.SZ,7,33
共同富裕示范区;沪股通;融资融券,603605,603605.SH,3,17
电力物联网;智能电网;充电桩;智慧灯杆;虚拟电厂;物联网;智能家居;传感器;粤港澳大湾区;5G;芯片概念,300514,300514.SZ,11,33
专精特新;染料;消费电子概念;3D打印;POE胶膜;融资融券,301019,301019.SZ,6,33
中芯国际概念;光刻机;芯片概念;PM2.5;沪股通;融资融券,688376,688376.SH,6,17
智能物流;机器人概念;专精特新;机器视觉;人工智能;芯片概念;统一大市场;稀土永磁;融资融券,688211,688211.SH,9,17
物联网;中俄贸易概念;粤港澳大湾区;人工智能;一带一路,002774,002774.SZ,5,33
减速器;人形机器人;机器人概念;高端装备;水利;海工装备;固废处理;光伏建筑一体化;融资融券;沪股通,603915,603915.SH,10,17
互联网金融;鸿蒙概念;区块链;AI智能体;华为鲲鹏;信创;DeepSeek概念;腾讯概念;华为概念;福建自贸区;海峡两岸;AI应用;融资融券;沪股通,603383,603383.SH,14,17
装配式建筑;新型城镇化;地下管网;污水处理;水利;雄安新区;PPP概念;高铁;风电;西部大开发;国企改革;新疆振兴;央企国企改革,002205,002205.SZ,13,33
雅下水电概念;国企改革;西部大开发;芯片概念;民爆概念;深股通,002827,002827.SZ,6,33
转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券,002041,002041.SZ,10,33
特钢概念;国企改革;回购增持再贷款概念;工业互联网;人工智能;机器人概念;融资融券;沪股通,600022,600022.SH,8,17
注册制次新股;风电;碳纤维;光伏概念;新能源汽车;比亚迪概念;新股与次新股;融资融券,601112,601112.SH,8,17
冰雪产业;旅游概念;体育产业;文化传媒概念;电子竞技;短剧游戏;创投;租售同权;PPP概念;国企改革;西部大开发;深股通;融资融券,000558,000558.SZ,13,33
金属锌;金属铅;金属铜;黄金概念;金属钴;小金属概念;金属镍;金属回收;国企改革;期货概念;DeepSeek概念;深股通;融资融券,000060,000060.SZ,13,33
无人零售;智能物流;物联网;机器视觉;机器人概念;新型工业化;传感器;数字货币;人工智能;冷链物流;换电概念;信创;智慧政务;芯片概念;虚拟数字人;锂电池概念;PCB概念;深股通;融资融券,002376,002376.SZ,19,33
锂电池概念;钠离子电池;西部大开发;融资融券;无人机;智能穿戴;国企改革;固态电池;回购增持再贷款概念;储能;人形机器人;专精特新,920239,920239.BJ,12,151
军工信息化;多模态AI;华为鲲鹏;AI智能体;6G概念;卫星导航;数据要素;信创;AI应用;军民融合;人工智能;人脸识别;语音技术;军工;低空经济;5G;工业互联网;高铁;核电;智能电网;水利;粤港澳大湾区;储能;抽水蓄能;国企改革;深股通,300711,300711.SZ,26,33
家用电器;机器人概念;智能家居;语音技术;人工智能;华为概念;2025年报预增;数据中心;融资融券;沪股通,603486,603486.SH,10,17
文化传媒概念;NFT概念;网络游戏;短剧游戏;在线教育;国资云;阿里巴巴概念;数据要素;人工智能;AI应用;共同富裕示范区;国企改革;沪股通,601921,601921.SH,13,17
可控核聚变;商业航天;航空发动机;军工;核电;海工装备;高端装备;共封装光学(CPO);东数西算(算力);人工智能;工业互联网;机器视觉;新型工业化;工业母机;PCB概念;新型烟草(电子烟);食品安全;比亚迪概念;氢能源;新能源汽车;特斯拉概念;农机;家用电器;固废处理;煤炭概念;沪股通;融资融券,603011,603011.SH,27,17
智能电网;电力物联网;虚拟电厂;充电桩;2025年报预增;物联网;数据要素;深股通,002546,002546.SZ,8,33
Sora概念(文生视频);文化传媒概念;虚拟数字人;NFT概念;元宇宙;手机游戏;AIGC概念;抖音概念(字节概念);空间计算;IP经济(谷子经济);ChatGPT概念;虚拟现实;数据要素;百度概念;数字经济;网红经济;数字孪生;MR(混合现实);DeepSeek概念;华为概念;旅游概念;商业航天;机器人概念;乡村振兴;人形机器人;融资融券;沪股通,603466,603466.SH,27,17
智谱AI;数字水印;数据安全;智慧政务;网络安全;AI智能体;信创;阿里巴巴概念;数据要素;抖音概念(字节概念);鸿蒙概念;跨境支付(CIPS);东数西算(算力);DeepSeek概念;车联网(车路协同);卫星导航;6G概念;智慧城市;人工智能;商业航天;工业互联网;5G;AI应用;沪股通;股权转让(并购重组);融资融券,688225,688225.SH,26,17
BC电池;TOPCON电池;钙钛矿电池;硅能源;HJT电池;同花顺漂亮100;光伏概念;储能;芯片概念;西部大开发;融资融券;沪股通;农村电商;乡村振兴;预制菜,600438,600438.SH,15,17
新型城镇化;水利;物联网;专精特新;核污染防治;智慧城市;污水处理;数字经济;数据要素;海工装备;碳中和;AIGC概念;融资融券,688671,688671.SH,13,17
东数西算(算力);机器人概念;3D打印;新能源汽车;雄安新区;PPP概念;股权转让(并购重组);深股通,300210,300210.SZ,8,33
期货概念;国企改革;西部大开发;2025年报预增;深股通;融资融券,000750,000750.SZ,6,33
PCB概念;专精特新;注册制次新股;深股通;新股与次新股;融资融券,301630,301630.SZ,6,33
特斯拉概念;汽车电子,603159,603159.SH,2,17
页岩气;西部大开发;融资融券;天然气;固废处理;专精特新,920675,920675.BJ,6,151
一带一路;高铁;国企改革;京津冀一体化;充电桩;央企国企改革;沪股通;融资融券,688569,688569.SH,8,17
新型城镇化;固废处理;高端装备;智慧城市;一带一路;充电桩;军工;西部大开发;腾讯概念;金属回收;股权转让(并购重组),300103,300103.SZ,11,33
医疗废物处理;固废处理;储能;汽车拆解概念;锂电池概念;动力电池回收;金属回收;融资融券,301049,301049.SZ,8,33
乳业;海峡两岸;沪股通,605339,605339.SH,3,17
光热发电;上海国企改革;风电;核电;氢能源;高端装备;一带一路;碳中和;光伏概念;国企改革;海工装备;军工;军民融合;煤化工概念;深股通;摘帽,002564,002564.SZ,16,33
粤港澳大湾区;人民币贬值受益;智能物流;机器人概念;中俄贸易概念;消费电子概念;人工智能;数据中心;芯片概念;一带一路;电子竞技;融资融券,301503,301503.SZ,12,33
互联网保险;互联网金融;ChatGPT概念;百度概念;数据要素;信创;阿里巴巴概念;AI应用;创投;国企改革;5G;深股通,300399,300399.SZ,12,33
新型城镇化;污水处理;PPP概念;粤港澳大湾区,603797,603797.SH,4,17
航运概念;自由贸易港;统一大市场;一带一路;海峡两岸;数字经济;DeepSeek概念;数据要素;人工智能;AI智能体;智谱AI;沪股通,603209,603209.SH,12,17
新型城镇化;商业航天;光伏建筑一体化;海峡两岸;一带一路;水利;核电;融资融券;深股通,300737,300737.SZ,9,33
中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券,688138,688138.SH,8,17
智能电网;电力物联网;虚拟电厂;高压快充;充电桩;物联网;一带一路;共同富裕示范区;创投;深股通;融资融券,300360,300360.SZ,11,33
F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;2025年报预增;专精特新;华为概念;长三角一体化;机器人概念;抖音概念(字节概念);融资融券;深股通,300548,300548.SZ,15,33
宁德时代概念;一带一路;人民币贬值受益;专精特新;高端装备,300818,300818.SZ,5,33
家用电器;智能家居;DeepSeek概念,605336,605336.SH,3,17
MicroLED概念;MiniLED;智慧灯杆;MR(混合现实);元宇宙;AIGC概念;虚拟现实;抖音概念(字节概念);柔性屏(折叠屏);空间计算;智谱AI;多模态AI;虚拟数字人;AI智能体;足球概念;鸿蒙概念;百度概念;国产操作系统;智慧城市;腾讯概念;车联网(车路协同);华为概念;人工智能;物联网;DeepSeek概念;电子竞技;智能家居;体育产业;第三代半导体;机器人概念;粤港澳大湾区;苹果概念;英伟达概念;人民币贬值受益;AI应用;乡村振兴;深股通;融资融券,300232,300232.SZ,38,33
